radiant_win,avg_mmr,duration,Radiant_is_Melle,Radiant_primary_attr_agi,Radiant_primary_attr_int,Radiant_primary_attr_str,Radiant_Nuker,Radiant_Disabler,Radiant_Initiator,Radiant_Durable,Radiant_Support,Radiant_Jungler,Radiant_Carry,Radiant_Pusher,Radiant_Escape,Dire_is_Melle,Dire_primary_attr_agi,Dire_primary_attr_int,Dire_primary_attr_str,Dire_Nuker,Dire_Disabler,Dire_Initiator,Dire_Durable,Dire_Support,Dire_Jungler,Dire_Carry,Dire_Pusher,Dire_Escape
1,4267,2505,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3494,2538,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3704,2680,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,4145,2074,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3271,1797,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,5244,2126,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,3565,2797,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3844,2476,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3789,2394,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3415,2211,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,4111,1899,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,5446,2708,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,3325,1888,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3377,2368,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,3393,2125,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,3492,2514,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3831,2533,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3383,2755,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,3942,2910,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3416,1947,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3701,1962,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3734,2449,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,4104,2049,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3574,2200,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3802,2800,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
1,4423,1874,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,3.0
0,3441,2263,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3450,1963,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3358,1972,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3624,2705,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3478,2996,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4100,2466,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3541,2790,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4222,2155,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4102,2135,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3365,2454,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4161,2502,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4042,2059,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3317,2518,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3533,2602,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3286,1656,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3638,2146,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4132,2596,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3875,1469,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3203,2652,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3541,1932,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,5218,1593,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3394,1748,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4117,2314,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4576,1780,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3332,2296,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3356,1202,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3414,2581,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3934,2263,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3250,2412,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4457,1944,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3440,2566,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3670,2379,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3443,1974,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4018,2650,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4046,1606,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3788,2303,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3258,2103,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3745,2678,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3221,1942,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4066,1990,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3902,2601,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3554,2481,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4504,2420,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4558,2322,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3753,1597,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3669,3133,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4489,3089,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,7636,2497,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3740,1972,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4388,2237,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3749,2002,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,5690,1576,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4454,1909,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3450,3046,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4080,2987,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3705,2332,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4469,2852,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4309,2690,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3835,2301,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3714,2602,4.0,2.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3687,2224,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3418,2719,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3716,2291,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3362,2767,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3562,3522,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3969,1576,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4767,2308,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3312,3359,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3707,1738,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4329,2612,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3849,2678,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3630,2411,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4193,3301,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4047,2851,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3281,2332,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4313,2140,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3286,2270,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3210,3063,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3461,3286,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3548,1756,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3410,2127,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3456,2467,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4510,2202,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3529,1871,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4498,2366,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3599,2560,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3751,1624,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3993,4118,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3718,2375,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3801,2698,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,4166,2328,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4130,1679,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3267,2865,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,3885,1235,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
0,3416,2545,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
1,4130,2219,4.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,2.0,1.0,2.0,3.0,0.0,3.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,2.0
