radiant_win,avg_mmr,duration,Radiant_is_Melle,Radiant_primary_attr_agi,Radiant_primary_attr_int,Radiant_primary_attr_str,Radiant_Nuker,Radiant_Disabler,Radiant_Initiator,Radiant_Durable,Radiant_Support,Radiant_Jungler,Radiant_Carry,Radiant_Pusher,Radiant_Escape,Dire_is_Melle,Dire_primary_attr_agi,Dire_primary_attr_int,Dire_primary_attr_str,Dire_Nuker,Dire_Disabler,Dire_Initiator,Dire_Durable,Dire_Support,Dire_Jungler,Dire_Carry,Dire_Pusher,Dire_Escape
1,3439,1649,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3311,1951,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,4621,1818,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3750,1808,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3871,1770,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,4221,1937,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3584,1237,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3208,1753,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3711,1745,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3382,2008,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3571,1576,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,5304,1890,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,5504,1950,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3342,1945,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3317,1957,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3215,1993,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3697,959,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3446,1579,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,4170,1537,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3331,1809,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,4208,1716,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3808,1793,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,4010,1661,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,4343,1295,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,4245,1315,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,4713,1755,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,5146,1458,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3763,1727,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,6067,1308,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3674,1242,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3447,1511,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3793,793,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3381,1506,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3382,1309,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,4080,1219,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,4738,1245,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,4000,2273,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
1,3635,1873,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3355,1957,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3941,2365,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3383,2232,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3539,2320,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,3.0,1.0,2.0
0,3766,2120,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4712,1036,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3644,2252,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3218,1893,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3536,1972,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3822,1802,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3311,1816,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3692,1697,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3265,2248,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3818,2063,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4112,2214,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,4058,1470,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3682,2111,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3585,1794,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3753,2274,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4018,1676,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,4242,2004,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3519,1693,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3899,1946,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3919,2247,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3546,2083,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3902,1892,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3536,1960,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3389,2204,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3469,1060,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3645,2011,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,4142,1302,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3274,2096,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3673,2140,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,4265,1880,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3389,2134,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3331,2077,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,4480,1529,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3363,1612,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3662,1982,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3395,1873,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4385,1993,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,5275,1768,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4347,1428,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3890,1565,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3228,1855,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3435,2066,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3225,1475,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3420,2465,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4315,2216,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3513,2320,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3255,1994,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4142,2312,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3984,2578,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4000,1987,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4900,2078,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3893,1734,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3338,2087,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3588,2097,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3421,1723,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4148,1900,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3670,1839,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3913,2166,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3649,1963,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3753,1976,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3667,2117,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3215,2361,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3980,1925,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3384,1886,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4263,1722,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3530,2030,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3455,2411,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3471,2073,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,4066,2341,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3677,2204,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,4927,2172,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3242,2091,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,5198,2004,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3663,1801,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,5059,2300,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,3982,2300,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3656,1643,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3299,1859,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
0,3426,2026,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
1,4045,1479,2.0,1.0,3.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,1.0,4.0,3.0,2.0,3.0,0.0,2.0,0.0,2.0
