KNN,Random Forest,Rede Neural,XGBoost,Naive Bayes
0.4061433447098976,0.5017064846416383,0.4641638225255973,0.45733788395904434,0.49146757679180886
0.5017064846416383,0.49146757679180886,0.4778156996587031,0.47440273037542663,0.4880546075085324
0.5068493150684932,0.5068493150684932,0.4897260273972603,0.476027397260274,0.5513698630136986
0.4589041095890411,0.4897260273972603,0.4726027397260274,0.4794520547945205,0.5068493150684932
0.5034246575342466,0.5547945205479452,0.5,0.523972602739726,0.5342465753424658
0.5358361774744027,0.5051194539249146,0.5051194539249146,0.47440273037542663,0.5426621160409556
0.4948805460750853,0.5187713310580204,0.5187713310580204,0.5324232081911263,0.5460750853242321
0.5,0.5102739726027398,0.523972602739726,0.4897260273972603,0.5136986301369864
0.4794520547945205,0.5102739726027398,0.5205479452054794,0.5308219178082192,0.4863013698630137
0.4965753424657534,0.4589041095890411,0.5136986301369864,0.4657534246575342,0.523972602739726
0.515358361774744,0.5392491467576792,0.4778156996587031,0.5255972696245734,0.49146757679180886
0.46757679180887374,0.48464163822525597,0.4812286689419795,0.4778156996587031,0.4539249146757679
0.4657534246575342,0.5205479452054794,0.5308219178082192,0.5,0.5445205479452054
0.4520547945205479,0.5102739726027398,0.5068493150684932,0.4486301369863014,0.5308219178082192
0.5,0.4965753424657534,0.4623287671232877,0.5,0.547945205479452
