KNN,Random Forest,Rede Neural,XGBoost,Naive Bayes
0.49038461538461536,0.4519230769230769,0.5384615384615384,0.4423076923076923,0.5384615384615384
0.49038461538461536,0.47115384615384615,0.5384615384615384,0.5,0.4423076923076923
0.4807692307692308,0.5288461538461539,0.5480769230769231,0.5480769230769231,0.5288461538461539
0.5480769230769231,0.5,0.5,0.5673076923076923,0.5
0.5242718446601942,0.5145631067961165,0.5145631067961165,0.5339805825242718,0.5145631067961165
0.4807692307692308,0.5096153846153846,0.46153846153846156,0.5192307692307693,0.5192307692307693
0.5384615384615384,0.5480769230769231,0.5480769230769231,0.5576923076923077,0.5384615384615384
0.5192307692307693,0.5961538461538461,0.5480769230769231,0.5384615384615384,0.5769230769230769
0.5096153846153846,0.4423076923076923,0.4326923076923077,0.4519230769230769,0.5096153846153846
0.49514563106796117,0.49514563106796117,0.46601941747572817,0.4854368932038835,0.42718446601941745
0.5096153846153846,0.5384615384615384,0.5384615384615384,0.5096153846153846,0.47115384615384615
0.46153846153846156,0.5865384615384616,0.5769230769230769,0.5192307692307693,0.5384615384615384
0.5096153846153846,0.4326923076923077,0.5192307692307693,0.40384615384615385,0.5096153846153846
0.625,0.5576923076923077,0.4519230769230769,0.5576923076923077,0.47115384615384615
0.4077669902912621,0.5825242718446602,0.4854368932038835,0.49514563106796117,0.47572815533980584
