KNN,Random Forest,Rede Neural,XGBoost,Naive Bayes
0.525062656641604,0.49874686716791977,0.5200501253132832,0.5037593984962406,0.5162907268170426
0.5094102885821832,0.4905897114178168,0.520702634880803,0.49560853199498117,0.5094102885821832
0.5056461731493099,0.5094102885821832,0.49560853199498117,0.4918444165621079,0.533249686323714
0.5043914680050188,0.4968632371392723,0.5232120451693852,0.4629861982434128,0.5031367628607277
0.5006273525721455,0.5169385194479298,0.4868255959849435,0.4730238393977415,0.5319949811794228
0.5200501253132832,0.47117794486215536,0.5225563909774437,0.4799498746867168,0.525062656641604
0.5119196988707654,0.4968632371392723,0.5294855708908407,0.4767879548306148,0.520702634880803
0.520702634880803,0.5156838143036386,0.5244667503136763,0.48306148055207027,0.520702634880803
0.5244667503136763,0.5395232120451694,0.48306148055207027,0.5156838143036386,0.5232120451693852
0.49560853199498117,0.4981179422835634,0.5257214554579673,0.5056461731493099,0.5244667503136763
0.47869674185463656,0.4899749373433584,0.4774436090225564,0.48621553884711777,0.506265664160401
0.5056461731493099,0.5194479297365119,0.5219573400250941,0.5169385194479298,0.5432873274780426
0.5081555834378921,0.493099121706399,0.47051442910915936,0.4617314930991217,0.4968632371392723
0.5056461731493099,0.4981179422835634,0.5056461731493099,0.5119196988707654,0.48306148055207027
0.5056461731493099,0.5407779171894604,0.48431618569636137,0.5181932245922208,0.5370138017565872
