KNN,Random Forest,Rede Neural,XGBoost,Naive Bayes
0.4909052453468697,0.522419627749577,0.4813874788494078,0.5179780033840947,0.5304568527918782
0.518722233975037,0.5204146393061139,0.5174529299767294,0.5265496086312672,0.515548973979268
0.5072984979902687,0.5168182779775756,0.48402792468796274,0.5246456526338058,0.5248572033001904
0.507086947323884,0.5223185953035752,0.5193568859741908,0.53035752062619,0.5252803046329596
0.512375713983499,0.5142796699809604,0.4808546646921938,0.5191453353078063,0.5221070446371906
0.49851945854483926,0.5268612521150592,0.5190355329949239,0.51417089678511,0.5270727580372251
0.5058176433255764,0.518722233975037,0.5206261899724984,0.5058176433255764,0.5371271419504972
0.4992595726676539,0.5284535646287286,0.5193568859741908,0.513433467315422,0.5267611592976518
0.5007404273323461,0.5235878993018828,0.4804315633594246,0.5130103659826528,0.521895493970806
0.5083562513221916,0.5269727099640363,0.5191453353078063,0.5225301459699598,0.5231647979691136
0.5044416243654822,0.5308798646362098,0.47821489001692047,0.5169204737732657,0.5325719120135364
0.5024328326634229,0.525068753966575,0.49693251533742333,0.5405119526126507,0.5210492913052676
0.4973556166701925,0.5297228686270362,0.5301459699598053,0.5284535646287286,0.529299767294267
0.5041252379944997,0.5068753966574995,0.5166067273111911,0.5212608419716522,0.5157605246456526
0.5163951766448064,0.5206261899724984,0.515548973979268,0.5189337846414216,0.5244341019674212
